,Campaign,Campaign ID,Site (DCM),Month,Platform,Placement,Creative Type,Impressions,Clicks,Publisher,Cost,Estimate code
1567,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_ELA_CRP_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.10@11999295066@LtJoYhdizto@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,15411,39,DCM,0.54,75977.0
1568,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_ELA_CRP_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.2@11999295066@mOC6vm3l#H4@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,3187,8,DCM,0.11,75977.0
1569,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_SFN_CRP_CRC_HYU_BHT_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.10@11999645462@M2ZVPw-7V9E@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,2623,8,DCM,0.09,75977.0
1570,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_SFN_CRP_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.10@11999295066@M2ZVPw-7V9E@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,17639,31,DCM,0.62,75977.0
1571,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_TUC_CRP_CRC_HYU_BHT_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@11999645462@N5VQwt7MTiY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,268,2,DCM,0.01,75977.0
1572,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_TUC_CRP_CRC_HYU_BHT_P2+++_HSP_CP2_INM_OPX_NON_CPA_|Hyundai-:15-@5.11@11999645462@kisB1qt5fUg@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,117,0,DCM,0.00,75977.0
1573,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_TUC_CRP_CRC_IMP_BHT_P2+++_HSP_CP2_INM_OPX_NON_CPA_|Conquesting-:15-@5.11@11999295066@kisB1qt5fUg@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,820,1,DCM,0.03,75977.0
1574,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_ABQ_HSP,25164807,Canvas Programmatic 2,2021-06-01,DCM,MTN_ABQ_TUC_CRP_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.2@11999295066@N5VQwt7MTiY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,2069,4,DCM,0.07,75977.0
1575,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic,2021-06-01,DCM,MTN_TUC_HYU_CRP_CRC_HYU_RET_P2+++_HSP_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralRetentionClinch-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,5950,45,DCM,0.21,75979.0
1576,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic,2021-06-01,DCM,MTN_TUC_HYU_CRP_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralConquestingClinch-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,28611,105,DCM,1.00,75979.0
1577,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_ELA_CRP_CRC_HYU_BHT_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.10@11999719406@LtJoYhdizto@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,1128,2,DCM,0.04,75979.0
1578,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_ELA_CRP_CRC_HYU_BHT_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@11999719406@mOC6vm3l#H4@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,60,1,DCM,0.00,75979.0
1579,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_ELA_CRP_CRC_HYU_BHT_P2+++_HSP_CP2_INM_OPX_NON_CPA_|Hyundai-:15-@5.11@11999719406@2fOGkbdr-6w@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,88,0,DCM,0.00,75979.0
1580,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_ELA_CRP_CRC_IMP_BHT_P2+++_HSP_CP2_INM_OPX_NON_CPA_|Conquesting-:15-@5.11@12002981479@2fOGkbdr-6w@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,447,1,DCM,0.02,75979.0
1581,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_ELA_CRP_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.10@12002981479@LtJoYhdizto@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,10358,20,DCM,0.36,75979.0
1582,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_ELA_CRP_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.2@12002981479@mOC6vm3l#H4@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,125,2,DCM,0.00,75979.0
1583,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_SFN_CRP_CRC_HYU_BHT_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.10@11999719406@M2ZVPw-7V9E@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,1083,1,DCM,0.04,75979.0
1584,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_SFN_CRP_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.10@12002981479@M2ZVPw-7V9E@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,7770,20,DCM,0.27,75979.0
1585,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_TUC_CRP_CRC_HYU_BHT_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@11999719406@N5VQwt7MTiY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,130,0,DCM,0.00,75979.0
1586,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_TUC_CRP_CRC_HYU_BHT_P2+++_HSP_CP2_INM_OPX_NON_CPA_|Hyundai-:15-@5.11@11999719406@kisB1qt5fUg@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,60,0,DCM,0.00,75979.0
1587,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_TUC_CRP_CRC_IMP_BHT_P2+++_HSP_CP2_INM_OPX_NON_CPA_|Conquesting-:15-@5.11@12002981479@kisB1qt5fUg@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,358,2,DCM,0.01,75979.0
1588,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MTN_TUC_HSP,25091294,Canvas Programmatic 2,2021-06-01,DCM,MTN_TUC_TUC_CRP_CRC_IMP_CNQ_P2+++_HSP_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.2@12002981479@N5VQwt7MTiY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_TRV,Tracking,100,0,DCM,0.00,75979.0
1589,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic,2021-06-01,DCM,MAT_GHW_HYU_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralRetentionClinchVPAID-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,90841,236,DCM,3.18,75985.0
1590,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic,2021-06-01,DCM,MAT_GHW_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralConquestingClinchVPAID-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,488585,1157,DCM,17.10,75985.0
1591,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic,2021-06-01,DCM,MAT_GHW_HYU_CRP_CRC_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderISV-:15-TTD-T2|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,121636,134,DCM,30.41,75985.0
1592,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic,2021-06-01,DCM,MAT_GHW_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-160x600-TTD-T2|_160x600_None_DFR_NON_N_No Button_N_STD,Display,30436,0,DCM,1.07,75985.0
1593,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic,2021-06-01,DCM,MAT_GHW_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-300x250-TTD-T2|_300x250_None_DFR_NON_N_No Button_N_STD,Display,127516,0,DCM,4.46,75985.0
1594,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic,2021-06-01,DCM,MAT_GHW_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-300x600-TTD-T2|_300x600_None_DFR_NON_N_No Button_N_STD,Display,9344,0,DCM,0.33,75985.0
1595,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic,2021-06-01,DCM,MAT_GHW_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-320x50-TTD-T2|_320x50_None_DFR_NON_N_No Button_N_STD,Display,37662,21,DCM,1.32,75985.0
1596,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic,2021-06-01,DCM,MAT_GHW_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-728x90-TTD-T2|_728x90_None_DFR_NON_N_No Button_N_STD,Display,22488,0,DCM,0.79,75985.0
1597,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_HYU_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@3.2@9849996661@L0C8MdpUhms@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,0,1,DCM,0.00,75985.0
1598,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.11@9850055914@kVrTUQpBQKY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,4426,15,DCM,0.15,75985.0
1599,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@9850055914@TgJmhaYII4A@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,2414,6,DCM,0.08,75985.0
1600,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@@9850055914@p7Kasy8jaRA@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,964,4,DCM,0.03,75985.0
1601,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_SON_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.11@9849996661@kVrTUQpBQKY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,55004,163,DCM,1.93,75985.0
1602,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_SON_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.2@9849996661@TgJmhaYII4A@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,24852,56,DCM,0.87,75985.0
1603,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_SON_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@@9849996661@p7Kasy8jaRA@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,9491,27,DCM,0.33,75985.0
1604,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_TUC_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.11@9850055914@Rqpss2OjvRQ@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,6890,19,DCM,0.24,75985.0
1605,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_TUC_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@9850055914@l7FZkgATz_c@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,4051,10,DCM,0.14,75985.0
1606,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_TUC_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@@9850055914@AWn4nhwfHRk@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,691,1,DCM,0.02,75985.0
1607,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_TUC_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.11@9849996661@Rqpss2OjvRQ@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,67248,158,DCM,2.35,75985.0
1608,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_TUC_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@6.2@9849996661@l7FZkgATz_c@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,37136,98,DCM,1.30,75985.0
1609,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 2,2021-06-01,DCM,MAT_GHW_TUC_CRP_CRC_IMP_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Conquesting-:15-@@9849996661@AWn4nhwfHRk@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,5045,12,DCM,0.18,75985.0
1610,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 4,2021-06-01,DCM,MAT_GHW_SEN_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralRetentionSedan-:15-Multi-T2-301743003|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,36640,85,DCM,9.16,75985.0
1611,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 4,2021-06-01,DCM,MAT_GHW_SEN_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralConquestingSedan-:15-Multi-T2-301738398|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,142814,312,DCM,35.70,75985.0
1612,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 4,2021-06-01,DCM,MAT_GHW_SUV_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralRetentionSUV-:15-Multi-T2-301964419|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,44111,95,DCM,11.03,75985.0
1613,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_GHW_NON,24950528,Canvas Programmatic 4,2021-06-01,DCM,MAT_GHW_SUV_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC 4_INM_OPX_NON_CPA_|BehavioralConquestingSUV-:15-Multi-T2-301956706|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,131509,333,DCM,32.88,75985.0
1614,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_NOR_NON,24950189,Canvas Programmatic,2021-06-01,DCM,MAT_NOR_HYU_CRP_CRC_HYU_RET_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralRetentionClinchVPAID-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,127810,300,DCM,4.47,75986.0
1615,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_NOR_NON,24950189,Canvas Programmatic,2021-06-01,DCM,MAT_NOR_HYU_CRP_CRC_IMP_CNQ_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|BehavioralConquestingClinchVPAID-:15-TTD-T2|_0x0_1x1_DVFB_NON_N_No Button_N_ISV,Tracking,705175,1612,DCM,24.68,75986.0
1616,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_NOR_NON,24950189,Canvas Programmatic,2021-06-01,DCM,MAT_NOR_HYU_CRP_CRC_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderISV-:15-TTD-T2|_0x0_None_DVFB_NON_N_No Button_N_ISV,In-Stream Video,44149,82,DCM,11.04,75986.0
1617,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_NOR_NON,24950189,Canvas Programmatic,2021-06-01,DCM,MAT_NOR_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-160x600-TTD-T2|_160x600_None_DFR_NON_N_No Button_N_STD,Display,22354,0,DCM,0.78,75986.0
1618,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_NOR_NON,24950189,Canvas Programmatic,2021-06-01,DCM,MAT_NOR_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-300x250-TTD-T2|_300x250_None_DFR_NON_N_No Button_N_STD,Display,103944,0,DCM,3.64,75986.0
1619,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_NOR_NON,24950189,Canvas Programmatic,2021-06-01,DCM,MAT_NOR_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-300x600-TTD-T2|_300x600_None_DFR_NON_N_No Button_N_STD,Display,14499,0,DCM,0.51,75986.0
1620,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_NOR_NON,24950189,Canvas Programmatic,2021-06-01,DCM,MAT_NOR_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-320x50-TTD-T2|_320x50_None_DFR_NON_N_No Button_N_STD,Display,65481,38,DCM,2.29,75986.0
1621,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_NOR_NON,24950189,Canvas Programmatic,2021-06-01,DCM,MAT_NOR_HYU_CRP_DSP_PRO_BHT_P2+++_NON_CANVAS PROGRAMMATIC_INM_OPX_NON_CPA_|MilitaryFirstResponderDisplay-728x90-TTD-T2|_728x90_None_DFR_NON_N_No Button_N_STD,Display,32540,0,DCM,1.14,75986.0
1622,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_NOR_NON,24950189,Canvas Programmatic 2,2021-06-01,DCM,MAT_NOR_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.11@9850049686@kVrTUQpBQKY@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,6361,18,DCM,0.22,75986.0
1623,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_NOR_NON,24950189,Canvas Programmatic 2,2021-06-01,DCM,MAT_NOR_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@6.2@9850049686@TgJmhaYII4A@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,3857,3,DCM,0.13,75986.0
1624,Evergreen_Prog_Auction_Cross Channel_NON_NON|_Q1_2021_HYU_Tier 2_INM_MAT_NOR_NON,24950189,Canvas Programmatic 2,2021-06-01,DCM,MAT_NOR_SON_CRP_CRC_HYU_BHT_P2+++_NON_CANVAS PROGRAMMATIC 2_INM_OPX_NON_CPA_|Hyundai-:15-@@9850049686@p7Kasy8jaRA@-T2|_0x0_1x1_TRV_NON_N_No Button_N_ISV,Tracking,1371,2,DCM,0.05,75986.0
